IP,Session_ID,Time,Student_ID,Subject,Date,Issue raised,Raised by (Student /Proctor),Time spent by proctor(minutes),time spent by student(minutes),Issue resolved or not,Camera visibility,Total session time,ADS
10.131.1.219,234768A8976N1234,2020-03-07 11:21:35,2019mc22000,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),2,Student,2020-03-07 00:02:40,2020-03-07 00:02:17,Y,2020-03-07 01:49:03,2020-03-07 01:59:21,21
10.130.2.36,234768A8976N1266,2020-03-07 10:01:39,2019mc21968,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),5,Student,2020-03-07 00:03:29,2020-03-07 00:04:33,Y,2020-03-07 01:55:45,2020-03-07 01:55:45,23
10.130.1.158,234768A8976N1463,2020-03-07 10:00:07,2019mc21963,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),7,Proctor,2020-03-07 00:04:23,2020-03-07 00:01:48,N,2020-03-07 01:56:46,2020-03-07 01:56:46,57
10.130.1.76,234768A8976N1305,2020-03-07 10:00:00,2019mc21993,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),1,Student,2020-03-07 00:00:00,2020-03-07 00:03:59,Y,2020-03-07 02:00:00,2020-03-07 02:00:00,22
10.130.1.76,234768A8976N1305,2020-03-07 10:00:00,2019mc21993,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),1,Student,2020-03-07 00:00:00,2020-03-07 00:03:59,Y,2020-03-07 02:00:00,2020-03-07 02:00:00,22
10.130.1.52,234768A8976N1329,2020-03-07 10:01:39,2019mc21969,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),1,Student,2020-03-07 00:02:26,2020-03-07 00:03:53,Y,2020-03-07 02:00:00,2020-03-07 02:00:00,22
10.130.1.52,234768A8976N1329,2020-03-07 10:01:39,2019mc21969,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),1,Student,2020-03-07 00:02:26,2020-03-07 00:03:53,Y,2020-03-07 02:00:00,2020-03-07 02:00:00,22
10.130.2.28,234768A8976N1274,2020-03-07 10:00:45,2019mc21960,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),0,Null,2020-03-07 00:00:00,2020-03-07 00:00:00,null,2020-03-07 02:00:00,2020-03-07 02:00:00,21
10.130.1.150,234768A8976N1471,2020-03-07 10:01:49,2019mc21955,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),0,Null,2020-03-07 00:00:00,2020-03-07 00:00:00,null,2020-03-07 01:57:20,2020-03-07 01:57:20,24
10.130.1.208,234768A8976N1408,2020-03-07 10:01:58,2019mc21954,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),3,Student,2020-03-07 00:04:11,2020-03-07 00:03:21,N,2020-03-07 01:59:17,2020-03-07 01:59:17,25
10.130.1.36,234768A8976N1345,2020-03-07 10:00:18,2019mc21953,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),5,Student,2020-03-07 00:02:24,2020-03-07 00:02:13,Y,2020-03-07 01:57:29,2020-03-07 01:57:29,21
10.130.1.99,234768A8976N1282,2020-03-07 10:00:18,2019mc21952,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),0,Null,2020-03-07 00:00:00,2020-03-07 00:00:00,null,2020-03-07 01:59:46,2020-03-07 01:59:46,23
10.130.1.143,234768A8976N1479,2020-03-07 10:01:22,2019mc21947,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),0,Null,2020-03-07 00:00:00,2020-03-07 00:00:00,null,2020-03-07 02:00:00,2020-03-07 02:00:00,24
10.130.1.44,234768A8976N1337,2020-03-07 10:00:58,2019mc21961,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),2,Student,2020-03-07 00:04:11,2020-03-07 00:02:27,Y,2020-03-07 01:59:43,2020-03-07 01:59:43,24
10.130.1.44,234768A8976N1337,2020-03-07 10:00:58,2019mc21961,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),2,Student,2020-03-07 00:04:11,2020-03-07 00:02:27,Y,2020-03-07 01:59:43,2020-03-07 01:59:43,24
10.130.1.28,234768A8976N1353,2020-03-07 10:00:01,2019mc21945,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),5,Student,2020-03-07 00:02:06,2020-03-07 00:04:55,Y,2020-03-07 01:59:28,2020-03-07 01:59:28,24
10.130.1.200,234768A8976N1416,2020-03-07 10:00:22,2019mc21946,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),1,Student,2020-03-07 00:03:19,2020-03-07 00:01:07,Y,2020-03-07 01:53:57,2020-03-07 01:59:18,23
10.131.1.234,234768A8976N1416,2020-03-07 10:00:22,2019mc21946,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),1,Student,2020-03-07 00:03:19,2020-03-07 00:01:07,Y,2020-03-07 01:53:57,2020-03-07 01:59:18,23
10.130.2.75,234768A8976N1227,2020-03-07 14:01:33,2019mc22007,OPTICAL COMMUNICATION,07-03-2020 (AN),0,Null,2020-03-07 00:00:00,2020-03-07 00:00:00,null,2020-03-07 02:00:00,2020-03-07 02:00:00,22
10.130.1.193,234768A8976N1424,2020-03-07 14:01:27,2019mc22002,OPTICAL COMMUNICATION,07-03-2020 (AN),0,Null,2020-03-07 00:00:00,2020-03-07 00:00:00,null,2020-03-07 01:55:21,2020-03-07 01:55:21,24
10.130.1.250,234768A8976N1361,2020-03-07 14:00:33,2019mc22001,OPTICAL COMMUNICATION,07-03-2020 (AN),5,Student,2020-03-07 00:04:17,2020-03-07 00:02:24,N,2020-03-07 01:58:02,2020-03-07 01:58:02,25
10.130.1.83,234768A8976N1298,2020-03-07 14:00:09,2019mc22000,OPTICAL COMMUNICATION,07-03-2020 (AN),3,Student,2020-03-07 00:04:38,2020-03-07 00:01:24,Y,2020-03-07 02:00:00,2020-03-07 02:00:00,21
10.130.2.67,234768A8976N1235,2020-03-07 14:01:51,2019mc21999,OPTICAL COMMUNICATION,07-03-2020 (AN),1,Student,2020-03-07 00:00:00,2020-03-07 00:02:21,Y,2020-03-07 01:56:44,2020-03-07 01:56:44,25
10.130.2.67,234768A8976N1235,2020-03-07 14:01:51,2019mc21999,OPTICAL COMMUNICATION,07-03-2020 (AN),1,Student,2020-03-07 00:00:00,2020-03-07 00:02:21,Y,2020-03-07 01:56:44,2020-03-07 01:56:44,25
10.130.1.186,234768A8976N1432,2020-03-07 14:00:16,2019mc21994,OPTICAL COMMUNICATION,07-03-2020 (AN),8,Proctor,2020-03-07 00:01:17,2020-03-07 00:02:03,Y,2020-03-07 01:59:37,2020-03-07 01:59:37,23
10.130.1.243,234768A8976N1369,2020-03-07 14:00:42,2019mc21993,OPTICAL COMMUNICATION,07-03-2020 (AN),3,Student,2020-03-07 00:03:01,2020-03-07 00:03:42,Y,2020-03-07 01:58:38,2020-03-07 01:58:38,20
10.130.1.75,234768A8976N1306,2020-03-07 14:00:57,2019mc21992,OPTICAL COMMUNICATION,07-03-2020 (AN),8,Proctor,2020-03-07 00:03:45,2020-03-07 00:03:48,Y,2020-03-07 01:56:48,2020-03-07 01:56:48,24
10.130.2.59,234768A8976N1243,2020-03-07 14:01:09,2019mc21991,OPTICAL COMMUNICATION,07-03-2020 (AN),0,Null,2020-03-07 00:00:00,2020-03-07 00:00:00,null,2020-03-07 01:57:55,2020-03-07 01:57:55,23
10.130.1.179,234768A8976N1440,2020-03-07 14:01:48,2019mc21986,OPTICAL COMMUNICATION,07-03-2020 (AN),0,Null,2020-03-07 00:00:00,2020-03-07 00:00:00,null,2020-03-07 01:59:21,2020-03-07 01:59:21,24
10.130.1.236,234768A8976N1377,2020-03-07 14:01:04,2019mc21985,OPTICAL COMMUNICATION,07-03-2020 (AN),0,Null,2020-03-07 00:00:00,2020-03-07 00:00:00,null,2020-03-07 01:58:52,2020-03-07 01:58:52,22
10.130.1.67,234768A8976N1314,2020-03-07 14:01:26,2019mc21984,OPTICAL COMMUNICATION,07-03-2020 (AN),6,Proctor,2020-03-07 00:00:48,2020-03-07 00:01:51,Y,2020-03-07 01:42:46,2020-03-07 01:55:56,24
10.130.2.51,234768A8976N1251,2020-03-07 14:01:42,2019mc21983,OPTICAL COMMUNICATION,07-03-2020 (AN),7,Proctor,2020-03-07 00:04:44,2020-03-07 00:02:30,Y,2020-03-07 01:58:31,2020-03-07 01:58:31,60
10.130.1.171,234768A8976N1448,2020-03-07 14:01:44,2019mc21978,OPTICAL COMMUNICATION,07-03-2020 (AN),6,Proctor,2020-03-07 00:03:45,2020-03-07 00:04:19,Y,2020-03-07 01:40:22,2020-03-07 01:55:39,21
10.130.1.229,234768A8976N1385,2020-03-07 14:01:23,2019mc21977,OPTICAL COMMUNICATION,07-03-2020 (AN),5,Student,2020-03-07 00:00:18,2020-03-07 00:02:01,N,2020-03-07 01:59:29,2020-03-07 01:59:29,20
10.130.1.59,234768A8976N1322,2020-03-07 14:01:34,2019mc21976,OPTICAL COMMUNICATION,07-03-2020 (AN),2,Student,2020-03-07 00:00:12,2020-03-07 00:03:05,Y,2020-03-07 02:00:00,2020-03-07 02:00:00,25
10.130.1.59,234768A8976N1322,2020-03-07 14:01:34,2019mc21976,OPTICAL COMMUNICATION,07-03-2020 (AN),2,Student,2020-03-07 00:00:12,2020-03-07 00:03:05,Y,2020-03-07 02:00:00,2020-03-07 02:00:00,25
10.130.2.43,234768A8976N1259,2020-03-07 14:00:21,2019mc21975,OPTICAL COMMUNICATION,07-03-2020 (AN),6,Proctor,2020-03-07 00:01:44,2020-03-07 00:00:27,Y,2020-03-07 01:42:12,2020-03-07 01:57:27,23
10.130.1.164,234768A8976N1456,2020-03-07 14:00:10,2019mc21970,OPTICAL COMMUNICATION,07-03-2020 (AN),5,Student,2020-03-07 00:03:01,2020-03-07 00:03:21,N,2020-03-07 01:59:20,2020-03-07 01:59:20,23
10.130.1.221,234768A8976N1393,2020-03-07 14:01:31,2019mc21969,OPTICAL COMMUNICATION,07-03-2020 (AN),2,Student,2020-03-07 00:01:04,2020-03-07 00:04:39,Y,2020-03-07 02:00:00,2020-03-07 02:00:00,20
10.130.1.221,234768A8976N1393,2020-03-07 14:01:31,2019mc21969,OPTICAL COMMUNICATION,07-03-2020 (AN),2,Student,2020-03-07 00:01:04,2020-03-07 00:04:39,Y,2020-03-07 02:00:00,2020-03-07 02:00:00,20
10.130.1.51,234768A8976N1330,2020-03-07 14:01:43,2019mc21968,OPTICAL COMMUNICATION,07-03-2020 (AN),6,Proctor,2020-03-07 00:00:53,2020-03-07 00:01:51,Y,2020-03-07 01:46:09,2020-03-07 01:56:43,25
10.130.2.35,234768A8976N1267,2020-03-07 14:00:03,2019mc21967,OPTICAL COMMUNICATION,07-03-2020 (AN),6,Proctor,2020-03-07 00:04:06,2020-03-07 00:04:10,Y,2020-03-07 01:48:20,2020-03-07 01:55:38,23
10.130.1.157,234768A8976N1464,2020-03-07 14:01:33,2019mc21962,OPTICAL COMMUNICATION,07-03-2020 (AN),4,Student,2020-03-07 00:04:50,2020-03-07 00:02:16,Y,2020-03-07 01:57:24,2020-03-07 01:57:24,22
10.130.1.214,234768A8976N1401,2020-03-07 14:00:21,2019mc21961,OPTICAL COMMUNICATION,07-03-2020 (AN),3,Student,2020-03-07 00:03:48,2020-03-07 00:02:26,Y,2020-03-07 01:56:44,2020-03-07 01:56:44,20
10.130.1.43,234768A8976N1338,2020-03-07 14:00:22,2019mc21960,OPTICAL COMMUNICATION,07-03-2020 (AN),5,Student,2020-03-07 00:01:30,2020-03-07 00:04:31,N,2020-03-07 01:59:39,2020-03-07 01:59:39,22
10.130.2.27,234768A8976N1275,2020-03-07 14:00:24,2019mc21959,OPTICAL COMMUNICATION,07-03-2020 (AN),8,Proctor,2020-03-07 00:02:14,2020-03-07 00:00:28,Y,2020-03-07 01:55:45,2020-03-07 01:55:45,22
10.130.1.15,234768A8976N1472,2020-03-07 14:00:42,2019mc21954,OPTICAL COMMUNICATION,07-03-2020 (AN),1,Student,2020-03-07 00:02:38,2020-03-07 00:04:53,Y,2020-03-07 02:00:00,2020-03-07 02:00:00,22
10.130.1.15,234768A8976N1472,2020-03-07 14:00:42,2019mc21954,OPTICAL COMMUNICATION,07-03-2020 (AN),1,Student,2020-03-07 00:02:38,2020-03-07 00:04:53,Y,2020-03-07 02:00:00,2020-03-07 02:00:00,22
10.130.1.207,234768A8976N1409,2020-03-07 14:00:21,2019mc21953,OPTICAL COMMUNICATION,07-03-2020 (AN),0,Null,2020-03-07 00:00:00,2020-03-07 00:00:00,null,2020-03-07 02:00:00,2020-03-07 02:00:00,21
10.130.1.35,234768A8976N1346,2020-03-07 14:01:12,2019mc21952,OPTICAL COMMUNICATION,07-03-2020 (AN),0,Null,2020-03-07 00:00:00,2020-03-07 00:00:00,null,2020-03-07 01:58:10,2020-03-07 01:58:10,23
10.130.1.98,234768A8976N1283,2020-03-07 14:01:29,2019mc21951,OPTICAL COMMUNICATION,07-03-2020 (AN),5,Student,2020-03-07 00:01:27,2020-03-07 00:04:24,N,2020-03-07 01:57:21,2020-03-07 01:57:21,25
10.130.1.142,234768A8976N1480,2020-03-07 14:00:06,2019mc21946,OPTICAL COMMUNICATION,07-03-2020 (AN),3,Student,2020-03-07 00:01:23,2020-03-07 00:03:11,Y,2020-03-07 01:56:46,2020-03-07 01:56:46,21
10.130.1.20,234768A8976N1417,2020-03-07 14:01:01,2019mc21945,OPTICAL COMMUNICATION,07-03-2020 (AN),0,Null,2020-03-07 00:00:00,2020-03-07 00:00:00,null,2020-03-07 01:55:32,2020-03-07 01:55:32,21
